Name,RAJ2000,DEJ2000,MType,D25,Dist,Mdust,e_Mdust,Uav,e_Uav,QPAH,e_QPAH,SFR,e_SFR,log10M*,e_log10M*,SED,ModSED,SimbadName
NGC4651,190.92765,16.39339,5.1,3.89,23.22738,21.86,2.02,2.62,0.41,0.151,0.015,2.294,2.184,10.702,0.21,SED,ModSED,NGC4651
NGC4654,190.98585,13.12657,5.9,4.677,13.86755,11.88,1.14,5.28,0.83,0.117,0.011,,,,,SED,ModSED,NGC4654
NGC4656,190.9896,32.17016,9.0,6.457,5.24808,0.63,0.12,2.84,0.78,0.049,0.011,0.121,0.106,8.737,0.208,SED,ModSED,NGC4656
NGC4660,191.13315,11.19053,-4.6,2.089,14.85935,0.11,0.08,6.5,6.01,0.142,0.03,0.046,0.044,10.085,0.209,SED,ModSED,NGC4660
NGC4666,191.286,-0.46186,5.0,5.012,14.58814,15.4,0.79,12.74,1.19,0.142,0.007,4.642,4.479,,,SED,ModSED,NGC4666
NGC4668,191.3832,-0.53512,7.5,1.585,15.55965,2.55,0.71,0.75,0.3,0.118,0.022,0.111,0.097,9.086,0.208,SED,ModSED,NGC4668
NGC4684,191.82285,-2.72753,-1.2,2.951,13.36595,0.26,0.12,13.24,7.78,0.068,0.014,0.36,0.327,9.878,0.209,SED,ModSED,NGC4684
NGC4688,191.9436,4.33581,6.0,3.715,17.1,3.69,1.55,1.94,0.98,0.113,0.021,0.402,0.364,9.316,0.208,SED,ModSED,NGC4688
NGC4689,191.93985,13.76272,4.7,3.802,14.72313,5.78,0.6,3.87,0.64,0.132,0.011,0.771,0.712,10.157,0.209,SED,ModSED,NGC4689
NGC4691,192.057,-3.3329,0.3,3.02,4.61318,0.2,0.04,22.42,7.31,0.082,0.011,0.376,0.339,8.991,0.208,SED,ModSED,NGC4691
NGC4696,192.20535,-41.31113,-3.8,3.802,36.14099,4.98,6.28,5.2,6.26,0.152,0.037,1.164,1.187,11.823,0.211,SED,ModSED,NGC4696
NGC4698,192.0954,8.4875,1.6,3.802,21.87762,8.71,2.81,1.7,0.92,0.09,0.027,0.431,0.406,10.793,0.21,SED,ModSED,NGC4698
NGC4701,192.2976,3.38836,5.9,1.738,17.06082,3.88,0.94,3.27,0.97,0.083,0.022,,,9.594,0.209,SED,ModSED,NGC4701
NGC4710,192.4128,15.16779,-0.9,4.365,10.86426,1.76,0.18,6.15,0.94,0.085,0.008,0.377,0.343,10.095,0.209,SED,ModSED,NGC4710
NGC4713,192.4911,5.31129,6.8,1.66,14.65547,4.37,0.61,3.48,0.79,0.107,0.015,0.727,0.667,9.608,0.209,SED,ModSED,NGC4713
NGC4720,192.6783,-4.15578,-2.6,1.23,20.2,0.89,0.19,6.55,2.03,0.074,0.011,0.239,0.213,9.313,0.208,SED,ModSED,NGC4720
NGC4725,192.61095,25.50091,2.2,9.772,12.07813,16.35,1.24,2.08,0.27,0.119,0.011,0.957,0.901,10.759,0.21,SED,ModSED,NGC4725
NGC4731,192.7554,-6.3937,5.9,6.31,13.06171,8.12,1.03,1.14,0.2,0.118,0.016,0.446,0.405,9.635,0.209,SED,ModSED,NGC4731
NGC4736,192.72075,41.11999,2.3,7.763,4.3853,1.81,0.09,11.82,1.31,0.142,0.009,0.863,0.801,10.351,0.209,SED,ModSED,NGC4736
NGC4746,192.9801,12.08304,3.2,2.042,30.61964,11.88,0.8,6.95,0.57,0.107,0.006,2.971,2.833,10.335,0.209,SED,ModSED,NGC4746
NGC4747,192.94065,25.77581,7.3,2.089,12.3,2.35,0.47,2.17,0.54,0.099,0.012,0.283,0.253,,,SED,ModSED,NGC4747
NGC4753,193.09185,-1.19948,-1.3,6.457,19.95263,5.44,1.35,7.58,3.95,0.131,0.027,,,11.089,0.21,SED,ModSED,NGC4753
NGC4754,193.0731,11.31364,-2.4,4.169,15.99558,0.58,0.38,2.69,2.1,0.146,0.03,0.084,0.083,10.484,0.209,SED,ModSED,NGC4754
NGC4758,193.1847,15.84656,9.0,2.754,13.48963,3.34,0.61,1.06,0.23,0.105,0.015,0.166,0.147,9.268,0.208,SED,ModSED,NGC4758
NGC4762,193.233,11.23077,-1.8,8.318,10.81434,0.5,0.64,2.27,2.28,0.137,0.032,0.004,0.01,10.19,0.209,SED,ModSED,NGC4762
NGC4765,193.3104,4.46322,1.5,1.148,15.44,0.77,0.09,9.42,1.37,0.065,0.005,0.377,0.339,9.088,0.208,SED,ModSED,NGC4765
NGC4771,193.33845,1.26915,6.0,3.09,17.94734,6.2,0.63,1.68,0.24,0.117,0.017,0.387,0.351,9.907,0.209,SED,ModSED,NGC4771
NGC4772,193.3716,2.16833,1.2,4.074,27.28977,10.32,2.55,1.32,0.53,0.136,0.026,0.317,0.299,10.698,0.21,SED,ModSED,NGC4772
NGC4775,193.44045,-6.62217,6.9,2.239,11.324,2.0,0.28,3.62,0.67,0.111,0.01,0.352,0.317,9.423,0.208,SED,ModSED,NGC4775
NGC4779,193.46175,9.70993,4.6,1.862,38.90453,15.87,2.13,2.94,0.54,0.113,0.01,2.58,2.453,10.354,0.209,SED,ModSED,NGC4779
NGC4789A,193.5225,27.14974,9.9,1.905,4.03645,0.08,0.05,0.6,0.49,0.098,0.032,0.005,0.004,7.4,0.207,SED,ModSED,NGC4789A
NGC4791,193.68315,8.0531,0.7,1.047,41.02949,1.64,0.68,3.19,1.68,0.111,0.022,0.191,0.17,9.664,0.209,SED,ModSED,NGC4791
NGC4793,193.66905,28.93779,5.0,1.82,26.79168,13.39,0.28,10.55,0.36,0.105,0.002,5.679,5.503,10.457,0.209,SED,ModSED,NGC4793
NGC4795,193.7619,8.06548,0.6,2.138,44.67504,1.5,1.25,3.7,3.45,0.146,0.031,0.241,0.236,10.866,0.21,SED,ModSED,NGC4795
NGC4799,193.8147,2.89661,2.5,1.445,44.19716,11.99,1.49,3.67,0.63,0.114,0.013,1.565,1.475,10.508,0.209,SED,ModSED,NGC4799
NGC4808,193.95405,4.30418,5.9,2.344,17.45821,6.45,0.62,6.41,0.71,0.09,0.015,,,9.929,0.209,SED,ModSED,NGC4808
NGC4826,194.1825,21.68195,2.2,10.471,4.40555,1.23,0.13,9.7,1.85,0.104,0.011,0.414,0.379,10.176,0.209,SED,ModSED,NGC4826
NGC4845,194.505,1.57587,2.2,5.495,18.53532,9.25,0.77,5.14,0.78,0.082,0.013,1.377,1.292,10.519,0.209,SED,ModSED,NGC4845
NGC4866,194.8626,14.17078,0.0,5.754,29.64832,8.98,3.96,0.63,0.35,0.172,0.03,0.192,0.193,10.866,0.21,SED,ModSED,NGC4866
NGC4904,195.24435,-0.02752,5.8,1.995,16.51962,3.61,0.27,3.48,0.38,0.12,0.009,0.627,0.574,9.714,0.209,SED,ModSED,NGC4904
NGC4941,196.0545,-5.55153,2.1,3.311,20.41738,6.58,0.85,4.08,0.76,0.121,0.01,1.45,1.362,10.451,0.209,SED,ModSED,NGC4941
NGC4945,196.3638,-49.46791,6.1,23.442,3.46737,12.24,0.16,10.7,0.14,0.059,0.001,,,10.434,0.209,SED,ModSED,NGC4945
NGC4961,196.44825,27.73387,5.6,1.122,36.9828,7.65,1.44,3.6,0.97,0.102,0.014,1.014,0.94,9.88,0.209,SED,ModSED,NGC4961
NGC4981,197.20305,-6.77747,4.0,2.692,21.37962,9.34,0.73,4.64,0.51,0.13,0.009,1.588,1.492,10.44,0.209,SED,ModSED,NGC4981
NGC5010,198.10965,-15.7979,-1.0,1.0,42.40852,14.5,0.43,18.3,0.68,0.06,0.001,7.906,7.728,10.707,0.21,SED,ModSED,NGC5010
NGC5012,197.90445,22.9155,5.1,2.63,38.19441,26.17,2.31,4.58,0.72,0.117,0.01,3.323,3.184,10.798,0.21,SED,ModSED,NGC5012
NGC5014,197.8803,36.28206,1.1,2.089,6.39735,0.13,0.03,10.05,2.61,0.096,0.011,0.078,0.067,8.461,0.208,SED,ModSED,NGC5014
NGC5016,198.0279,24.09499,4.4,1.585,46.34473,12.74,1.65,5.04,0.98,0.122,0.013,2.179,2.065,10.532,0.209,SED,ModSED,NGC5016
NGC5023,198.04905,44.03806,6.0,6.166,6.57658,0.75,0.29,0.66,0.3,0.091,0.023,0.018,0.014,8.596,0.208,SED,ModSED,NGC5023
NGC5033,198.36465,36.59371,5.0,9.772,14.72313,21.0,2.69,4.73,1.17,0.124,0.017,,,10.652,0.21,SED,ModSED,NGC5033
NGC5055,198.9555,42.02922,4.0,11.749,9.0365,21.42,1.39,6.8,0.77,0.098,0.006,3.449,3.313,10.854,0.21,SED,ModSED,NGC5055
NGC5116,200.73165,26.98081,4.9,1.95,41.68693,12.12,1.79,3.12,0.69,0.106,0.012,1.339,1.253,10.33,0.209,SED,ModSED,NGC5116
NGC5117,200.73525,28.31645,5.8,1.549,33.72872,5.72,2.04,1.04,0.5,0.106,0.022,0.213,0.191,9.509,0.209,SED,ModSED,NGC5117
NGC5119,201.00135,-12.27641,-2.0,1.479,42.76352,0.96,0.99,2.81,2.79,0.137,0.03,0.125,0.118,10.439,0.209,SED,ModSED,NGC5119
NGC5122,201.0615,-10.65422,-1.5,1.148,41.75314,0.86,0.67,2.0,1.75,0.137,0.031,0.092,0.085,10.26,0.209,SED,ModSED,NGC5122
NGC5128,201.3672,-43.01812,-2.1,25.704,3.68129,33.26,1.56,1.04,0.06,0.232,0.012,,,11.001,0.21,SED,ModSED,NGC5128
NGC5145,201.30795,43.26725,0.0,1.862,52.96634,25.39,1.33,9.8,0.73,0.121,0.004,9.319,9.153,10.896,0.21,SED,ModSED,NGC5145
NGC5147,201.5817,2.1008,7.9,1.479,21.6,6.78,0.66,3.03,0.43,0.117,0.008,0.92,0.851,9.893,0.209,SED,ModSED,NGC5147
NGC5236,204.25365,-29.86556,5.0,13.49,4.89779,8.89,0.48,26.95,2.77,0.072,0.004,6.22,6.043,10.7,0.21,SED,ModSED,NGC5236
NGC5240,203.9799,35.58825,5.7,1.82,42.65796,10.64,2.52,1.56,0.52,0.107,0.017,0.531,0.488,10.193,0.209,SED,ModSED,NGC5240
NGC5248,204.3837,8.885,4.0,4.074,11.96741,11.52,0.66,5.72,0.46,0.127,0.005,2.608,2.477,10.36,0.209,SED,ModSED,NGC5248
NGC5273,205.5351,35.65444,-1.9,2.291,17.06082,0.13,0.1,21.91,17.8,0.106,0.024,0.259,0.234,10.009,0.209,SED,ModSED,NGC5273
NGC5290,206.32965,41.71242,4.0,3.236,32.96098,12.61,1.56,4.49,0.94,0.106,0.011,1.704,1.612,10.778,0.21,SED,ModSED,NGC5290
NGC5300,207.0669,3.9508,5.3,2.818,18.45015,7.96,1.08,1.55,0.27,0.118,0.012,0.452,0.412,9.889,0.209,SED,ModSED,NGC5300
NGC5301,206.60265,46.10725,4.6,3.981,20.89297,12.36,0.94,2.26,0.2,0.115,0.008,0.982,0.911,10.15,0.209,SED,ModSED,NGC5301
NGC5334,208.22685,-1.11455,5.3,3.388,32.62,44.9,7.35,0.71,0.14,0.142,0.017,1.05,0.979,10.447,0.209,SED,ModSED,NGC5334
NGC5338,208.3605,5.20771,-2.0,1.95,12.70574,0.28,0.14,3.42,2.01,0.11,0.019,0.06,0.051,8.95,0.208,SED,ModSED,NGC5338
NGC5347,208.3242,33.4908,2.0,1.622,27.3,8.29,1.72,3.61,0.91,0.163,0.009,4.224,4.06,10.146,0.209,SED,ModSED,NGC5347
NGC5348,208.5468,5.22723,3.8,3.89,15.92209,2.76,0.95,0.84,0.37,0.101,0.02,0.119,0.104,9.159,0.208,SED,ModSED,NGC5348
NGC5350,208.3401,40.36394,3.6,2.692,27.66941,15.4,1.39,3.04,0.35,0.154,0.041,,,,,SED,ModSED,NGC5350
NGC5355,208.43985,40.33868,-2.0,1.148,37.65,0.09,0.11,2.89,3.37,0.139,0.036,0.099,0.089,9.959,0.209,SED,ModSED,NGC5355
NGC5356,208.74345,5.33361,3.8,2.818,19.49844,6.08,0.83,1.56,0.28,0.119,0.012,0.3,0.272,9.874,0.209,SED,ModSED,NGC5356
NGC5360,208.9113,4.98486,0.1,1.097,22.9,1.17,0.55,1.85,1.12,0.117,0.023,0.085,0.074,9.402,0.208,SED,ModSED,NGC5360
NGC5363,209.03025,5.25471,0.1,4.169,56.23413,41.45,14.87,2.73,1.57,0.153,0.035,,,12.061,0.211,SED,ModSED,NGC5363
NGC5364,209.05005,5.01444,4.0,3.802,15.63147,15.87,1.23,2.13,0.27,0.139,0.011,1.194,1.113,10.377,0.209,SED,ModSED,NGC5364
NGC5398,210.34005,-33.06366,7.9,2.754,8.51138,0.87,0.3,2.51,0.85,0.066,0.008,0.166,0.146,8.772,0.208,SED,ModSED,NGC5398
NGC5408,210.83805,-41.37709,9.9,2.818,5.32108,0.06,0.04,15.64,9.71,0.044,0.013,0.11,0.096,8.351,0.207,SED,ModSED,NGC5408
NGC5457,210.8025,54.34906,5.9,23.988,7.11214,23.21,1.02,3.94,0.26,0.116,0.005,,,10.63,0.21,SED,ModSED,NGC5457
NGC5474,211.2564,53.66224,6.1,2.399,6.85488,2.13,0.8,0.78,0.38,0.154,0.032,,,9.154,0.208,SED,ModSED,NGC5474
NGC5477,211.3887,54.46096,8.9,1.097,6.76083,0.06,0.05,1.09,1.01,0.095,0.032,0.006,0.005,7.857,0.207,SED,ModSED,NGC5477
NGC5481,211.67175,50.72331,-3.9,1.778,30.82,0.06,0.08,2.11,2.55,0.153,0.041,,,10.269,0.209,SED,ModSED,NGC5481
NGC5485,211.7973,55.00162,-2.0,2.512,25.70395,0.62,0.36,8.89,6.29,0.16,0.031,0.134,0.128,10.654,0.21,SED,ModSED,NGC5485
NGC5486,211.854,55.10301,8.7,1.349,34.24,7.28,2.27,1.05,0.45,0.09,0.018,0.342,0.308,9.586,0.209,SED,ModSED,NGC5486
NGC5496,212.90865,-1.16048,6.5,2.692,22.59436,5.9,1.81,1.3,0.6,0.103,0.023,0.189,0.168,9.739,0.209,SED,ModSED,NGC5496
NGC5507,213.33285,-3.1489,-2.3,1.585,34.3,0.06,0.08,3.12,3.91,0.155,0.041,,,10.444,0.209,SED,ModSED,NGC5507
NGC5529,213.89205,36.22674,5.1,5.754,44.46315,87.75,10.85,1.32,0.27,0.129,0.015,3.471,3.34,11.069,0.21,SED,ModSED,NGC5529
NGC5560,215.0205,3.99192,3.1,3.467,20.57,2.45,0.39,6.23,1.3,0.113,0.011,0.604,0.552,9.916,0.209,SED,ModSED,NGC5560
NGC5569,215.13375,3.9831,6.0,1.122,17.37802,3.54,1.46,0.36,0.2,0.126,0.029,0.04,0.034,9.139,0.208,SED,ModSED,NGC5569
NGC5574,215.2332,3.23793,-2.7,1.318,23.6592,0.08,0.06,9.7,8.84,0.128,0.029,0.065,0.059,9.935,0.209,SED,ModSED,NGC5574
NGC5577,215.3046,3.43581,3.8,2.884,19.23091,6.14,0.85,1.08,0.2,0.125,0.014,0.232,0.208,9.685,0.209,SED,ModSED,NGC5577
NGC5582,215.17965,39.69358,-4.8,2.188,28.18382,1.11,0.87,2.04,1.74,0.149,0.029,,,10.475,0.209,SED,ModSED,NGC5582
NGC5584,215.59905,-0.38759,5.9,3.162,28.18382,22.08,3.5,1.84,0.37,0.103,0.012,1.832,1.731,10.277,0.209,SED,ModSED,NGC5584
NGC5636,217.41255,3.26629,-0.3,1.38,29.61496,2.57,0.77,1.73,0.71,0.116,0.02,0.182,0.163,9.853,0.209,SED,ModSED,NGC5636
NGC5645,217.66425,7.27499,6.6,1.995,14.92795,3.24,0.53,1.94,0.45,0.088,0.012,0.288,0.259,9.461,0.208,SED,ModSED,NGC5645
NGC5667,217.5954,59.46974,6.2,1.622,33.45167,8.54,2.3,2.35,0.86,0.103,0.014,0.918,0.848,9.884,0.209,SED,ModSED,NGC5667
NGC5668,218.35125,4.45033,6.9,1.905,26.9,27.78,5.67,1.3,0.35,0.122,0.015,,,10.235,0.209,SED,ModSED,NGC5668
NGC5669,218.1825,9.89128,6.0,2.57,14.65547,5.03,0.97,1.71,0.41,0.085,0.015,0.351,0.317,9.521,0.209,SED,ModSED,NGC5669
NGC5689,218.8737,48.74147,0.4,3.631,35.6,2.93,1.4,3.4,1.99,0.143,0.027,0.282,0.274,10.829,0.21,SED,ModSED,NGC5689
NGC5690,219.42105,2.2909,5.2,3.162,19.49844,9.92,0.47,4.98,0.4,0.113,0.006,1.707,1.603,10.163,0.209,SED,ModSED,NGC5690
NGC5691,219.4722,-0.39882,1.2,1.862,30.2,3.99,0.43,12.45,2.05,0.092,0.007,1.989,1.878,10.171,0.209,SED,ModSED,NGC5691
NGC5693,219.04665,48.58492,6.9,1.585,38.64009,4.24,3.11,3.2,2.4,0.118,0.017,0.601,0.55,9.936,0.209,SED,ModSED,NGC5693
NGC5701,219.79605,5.36329,-0.3,1.995,26.1,17.02,5.91,0.66,0.32,0.143,0.026,0.344,0.325,10.729,0.21,SED,ModSED,NGC5701
NGC5705,219.95745,-0.71837,6.6,1.349,20.89297,9.63,2.68,0.46,0.17,0.107,0.017,0.208,0.185,9.477,0.208,SED,ModSED,NGC5705
NGC5713,220.0479,-0.28904,4.0,2.455,13.74042,4.16,0.12,14.81,0.57,0.097,0.002,3.03,2.888,10.041,0.209,SED,ModSED,NGC5713
NGC5719,220.2348,-0.31808,2.3,3.09,26.42408,13.26,0.56,6.89,0.36,0.095,0.004,3.173,3.036,10.668,0.21,SED,ModSED,NGC5719
NGC5728,220.5996,-17.25301,1.2,3.162,27.79715,8.12,0.32,13.64,1.21,0.075,0.006,4.345,4.19,10.777,0.21,SED,ModSED,NGC5728
NGC5740,221.1018,1.67975,3.0,2.692,29.24156,10.43,1.49,4.84,0.94,0.109,0.009,1.997,1.889,10.45,0.209,SED,ModSED,NGC5740
NGC5746,221.23335,1.95472,3.0,7.244,27.03959,66.32,3.22,1.19,0.09,0.119,0.008,2.08,2.001,11.249,0.21,SED,ModSED,NGC5746
NGC5750,221.5464,-0.22296,0.4,2.63,29.7,4.73,1.08,4.0,1.42,0.095,0.019,0.33,0.31,10.621,0.21,SED,ModSED,NGC5750
NGC5777,222.8244,58.97809,3.2,2.951,42.85485,22.98,4.97,2.39,0.74,0.13,0.016,2.039,1.933,10.705,0.21,SED,ModSED,NGC5777
NGC5850,226.78185,1.54465,3.1,3.311,20.1,11.41,2.35,1.8,0.53,0.13,0.017,0.72,0.668,10.498,0.209,SED,ModSED,NGC5850
NGC5866,226.62315,55.7633,-1.3,6.31,14.45439,3.37,0.57,4.89,1.26,0.104,0.015,0.438,0.411,10.697,0.21,SED,ModSED,NGC5866
NGC5899,228.76365,42.0498,5.2,2.089,42.65796,38.65,4.01,4.87,0.86,0.106,0.01,6.498,6.334,10.995,0.21,SED,ModSED,NGC5899
NGC5907,228.9735,56.32891,5.2,11.22,17.21869,46.73,1.27,2.95,0.19,0.105,0.007,3.722,3.582,10.931,0.21,SED,ModSED,NGC5907
NGC6143,245.42625,55.08582,4.0,1.097,78.57728,33.94,5.32,3.15,0.71,0.129,0.011,3.819,3.665,10.663,0.21,SED,ModSED,NGC6143
NGC6221,253.1922,-59.21777,4.9,4.898,11.06623,6.2,0.61,18.49,3.44,0.092,0.01,5.078,4.906,10.6,0.209,SED,ModSED,NGC6221
NGC6300,259.2474,-62.8202,3.1,5.37,10.71519,7.42,0.69,6.66,1.05,0.1,0.008,2.535,2.41,10.433,0.209,SED,ModSED,NGC6300
NGC6673,281.2761,-62.29723,-3.8,2.63,10.76465,0.02,0.02,2.89,3.77,0.147,0.04,0.009,0.01,9.727,0.209,SED,ModSED,NGC6673
NGC6703,281.82855,45.55056,-2.8,2.455,26.42408,0.62,0.8,3.71,4.09,0.147,0.035,0.065,0.076,10.814,0.21,SED,ModSED,NGC6703
NGC6798,291.01335,53.62475,-1.9,1.778,37.34298,1.23,1.01,2.99,2.54,0.14,0.028,0.144,0.138,10.501,0.209,SED,ModSED,NGC6798
NGC6814,295.6692,-10.3237,4.0,3.09,22.8,19.0,3.1,4.44,1.11,0.128,0.014,3.263,3.131,10.956,0.21,SED,ModSED,NGC6814
NGC6822,296.2374,-14.80034,9.8,17.378,0.46132,0.03,0.02,2.21,1.78,0.099,0.029,0.005,0.004,7.864,0.207,SED,ModSED,NGC6822
NGC6946,308.71905,60.15361,5.9,11.482,6.72977,18.81,0.58,7.61,0.25,0.115,0.003,5.612,5.441,10.661,0.21,SED,ModSED,NGC6946
NGC7090,324.12045,-54.55761,5.0,8.128,9.50604,9.25,1.31,1.13,0.13,0.121,0.019,0.49,0.445,9.738,0.209,SED,ModSED,NGC7090
NGC7172,330.50745,-31.87015,0.6,2.754,33.9,14.5,1.18,6.47,0.76,0.118,0.006,4.26,4.109,11.016,0.21,SED,ModSED,NGC7172
NGC7213,332.31765,-47.16684,0.9,4.898,30.19955,19.0,5.62,5.71,2.9,0.116,0.028,4.713,4.624,11.485,0.21,SED,ModSED,NGC7213
NGC7314,338.94165,-26.0505,4.0,4.169,15.77611,9.44,1.12,3.27,0.57,0.13,0.01,1.501,1.407,10.215,0.209,SED,ModSED,NGC7314
NGC7331,339.2673,34.41562,3.9,9.332,14.52111,44.01,1.1,4.39,0.14,0.13,0.003,6.072,5.915,11.113,0.21,SED,ModSED,NGC7331
NGC7465,345.504,15.96465,-1.8,1.071,27.2,3.37,0.49,11.13,1.84,0.103,0.006,1.931,1.821,10.152,0.209,SED,ModSED,NGC7465
NGC7552,349.0449,-42.58428,2.4,3.89,28.70782,25.65,1.98,37.98,5.49,0.054,0.003,48.813,49.912,11.124,0.21,SED,ModSED,NGC7552
NGC7582,349.59675,-42.36999,2.1,6.918,19.14256,16.85,0.85,15.99,0.83,0.073,0.002,14.032,13.914,10.866,0.21,SED,ModSED,NGC7582
NGC7625,350.12565,17.22561,1.0,1.479,23.0,5.84,0.66,13.46,2.76,0.102,0.01,3.163,3.019,10.251,0.209,SED,ModSED,NGC7625
NGC7667,351.09615,-0.10784,8.7,1.047,17.78279,0.2,0.17,1.99,1.9,0.089,0.031,0.057,0.048,8.421,0.208,SED,ModSED,NGC7667
NGC7689,353.3196,-54.09453,5.9,3.09,24.32205,16.35,1.73,2.42,0.37,0.139,0.011,1.577,1.478,10.212,0.209,SED,ModSED,NGC7689
NGC7690,353.2602,-51.69842,2.9,2.138,21.37962,2.73,0.57,4.42,1.31,0.122,0.015,0.552,0.505,9.904,0.209,SED,ModSED,NGC7690
NGC7694,353.3163,-2.70299,10.0,1.38,14.12538,1.23,0.36,2.25,0.92,0.084,0.015,0.163,0.144,8.986,0.208,SED,ModSED,NGC7694
NGC7710,353.94225,-2.88088,-1.6,1.175,33.26051,0.9,0.62,1.41,1.11,0.129,0.028,6.865,6.68,9.773,0.209,SED,ModSED,NGC7710
NGC7714,354.0588,2.15502,3.1,2.188,30.92,2.15,0.2,63.82,6.61,0.053,0.001,12.334,12.183,10.311,0.209,SED,ModSED,NGC7714
NGC7715,354.09165,2.15679,9.6,2.042,36.3,0.24,0.28,1.41,1.31,0.12,0.029,,,9.112,0.208,SED,ModSED,NGC7715
NGC7716,354.1311,0.29729,3.0,1.82,35.8,9.07,1.68,2.29,0.65,0.134,0.017,0.685,0.635,10.431,0.209,SED,ModSED,NGC7716
NGC7721,354.70215,-6.51798,4.9,3.09,31.76873,36.4,2.4,2.33,0.28,0.129,0.011,3.07,2.934,10.626,0.21,SED,ModSED,NGC7721
NGC7755,356.96565,-30.52209,5.0,3.715,29.92267,22.52,2.4,2.57,0.38,0.132,0.01,2.05,1.941,10.547,0.209,SED,ModSED,NGC7755
NGC7757,357.1896,4.17099,5.3,1.82,15.84892,2.99,0.79,1.81,0.64,0.116,0.017,0.233,0.208,9.279,0.208,SED,ModSED,NGC7757
NGC7764,357.7242,-40.73021,9.4,1.95,20.5,4.11,0.74,3.27,0.86,0.102,0.012,0.835,0.77,9.648,0.209,SED,ModSED,NGC7764
NGC7793,359.4573,-32.59104,7.4,10.471,3.7325,3.88,0.34,1.32,0.19,0.119,0.02,0.181,0.16,9.419,0.208,SED,ModSED,NGC7793
PGC007045,28.51305,-14.25298,0.0,1.585,18.81486,1.1,0.33,2.4,1.03,0.109,0.019,0.107,0.094,9.427,0.208,SED,ModSED,PGC007045
PGC008962,35.36925,-4.4131,6.9,1.479,30.50246,0.12,0.17,1.33,1.34,0.107,0.033,,,8.571,0.208,SED,ModSED,PGC008962
PGC009485,37.38195,-3.213,0.3,1.514,32.05898,1.78,1.23,14.24,10.29,0.093,0.013,1.398,1.307,10.014,0.209,SED,ModSED,PGC009485
PGC012608,50.4654,-15.71055,9.0,1.413,27.66941,0.17,0.21,1.46,1.41,0.114,0.031,0.014,0.012,8.881,0.208,SED,ModSED,PGC012608
PGC013058,52.7844,-36.29007,-4.5,1.047,19.14256,0.3,0.16,1.94,1.22,0.114,0.024,0.018,0.015,8.853,0.208,SED,ModSED,PGC013058
PGC013084,52.8534,-35.33108,-2.0,1.23,19.49844,0.07,0.08,1.3,1.32,0.127,0.032,2.584,2.45,8.945,0.208,SED,ModSED,PGC013084
PGC013097,52.9485,-35.05186,-2.2,1.175,20.32357,0.07,0.08,1.47,1.46,0.112,0.033,2.788,2.649,8.598,0.208,SED,ModSED,PGC013097
PGC013146,53.1987,-34.23869,-2.8,1.318,19.58844,0.03,0.04,1.29,1.39,0.125,0.035,0.006,0.005,8.757,0.208,SED,ModSED,PGC013146
PGC013230,53.6229,-35.54649,-2.4,1.259,18.70683,0.08,0.1,1.49,1.56,0.118,0.032,0.02,0.017,8.865,0.208,SED,ModSED,PGC013230
PGC013343,54.2262,-35.37464,-2.8,1.071,19.31969,0.29,0.21,0.98,0.83,0.126,0.028,0.006,0.005,8.993,0.208,SED,ModSED,PGC013343
PGC013635,55.68915,-33.9202,-5.0,1.259,15.63353,0.23,0.12,1.85,1.23,0.111,0.025,0.015,0.013,8.809,0.208,SED,ModSED,PGC013635
PGC027066,142.97415,-16.67946,6.9,1.318,67.02,6.02,4.22,0.92,0.74,0.116,0.028,,,9.648,0.209,SED,ModSED,PGC027066
PGC029653,152.75325,-4.69282,9.9,5.37,1.3122,0.0,0.0,0.87,1.16,0.084,0.046,,,,,SED,ModSED,PGC029653
PGC034407,169.1469,18.1184,-1.3,1.122,21.50464,0.23,0.19,0.97,0.87,0.106,0.032,,,8.729,0.208,SED,ModSED,PGC034407
PGC039052,183.50925,6.72318,5.2,1.122,39.432,0.96,0.61,1.76,1.27,0.123,0.024,0.099,0.087,9.428,0.208,SED,ModSED,PGC039052
PGC040659,186.5634,12.96389,-5.0,1.023,13.91316,0.46,0.52,4.2,5.04,0.156,0.038,0.323,0.338,11.151,0.21,SED,ModSED,PGC040659
PGC040759,186.72705,10.66578,-5.0,1.023,13.81759,0.02,0.03,1.13,1.23,0.121,0.035,,,8.377,0.208,SED,ModSED,PGC040759
PGC040821,186.88185,9.60239,-5.0,2.042,0.43692,0.0,0.0,1.14,1.78,0.091,0.053,0.0,0.0,4.826,0.204,SED,ModSED,PGC040821
PGC042160,189.4224,8.55898,9.5,1.071,16.06942,0.34,0.18,1.47,0.99,0.088,0.026,0.042,0.036,8.6,0.208,SED,ModSED,PGC042160
PGC043526,192.80535,-6.55927,10.0,1.318,25.10923,1.36,0.72,0.57,0.44,0.092,0.032,0.127,0.112,9.247,0.208,SED,ModSED,PGC043526
PGC044532,194.7576,34.86082,9.0,3.802,9.95406,1.45,0.72,12.13,6.69,0.011,0.008,,,8.809,0.208,SED,ModSED,PGC044532
PGC046875,201.16335,-10.48849,9.0,1.097,41.09776,0.05,0.06,0.76,0.77,0.098,0.036,,,9.141,0.208,SED,ModSED,PGC046875
PGC072006,354.70305,-5.7469,9.0,1.097,30.76096,2.0,1.58,0.93,0.81,0.113,0.029,,,9.054,0.208,SED,ModSED,PGC072006
