Seq,Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,PA1,Re,n,f2,mu02,PA2,hr2,hz2,f3,mag3,q3,PA3,hr3,mu03,f4,mu04,q4,PA4,Rbar,f5,mag5
1371,NGC5145,_bd,2,3,B,sersic,0.805,11.875,0.535,83.83,8.01,1.612,,,,,,,,,,,,,,,,,,
1371,NGC5145,_bd,2,3,D,expdisk,,,,,,,,,,,,0.195,13.41,0.762,74.37,12.84,20.948,,,,,,,
1372,NGC5147,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.989,11.99,0.817,-60.18,16.18,20.031,,,,,,,
1372,NGC5147,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.01,21.265,0.225,14.36,15.0,,
1372,NGC5147,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.001,19.458
1373,NGC5169,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.913,13.507,0.395,-81.1,17.39,21.703,,,,,,,
1373,NGC5169,_ddn,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.076,19.904,0.48,-82.91,7.72,,
1373,NGC5169,_ddn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.011,18.309
1374,NGC5170,_zn,2,4,Z,edgedisk,,,,,,,0.964,18.681,-53.7,33.44,9.44,,,,,,,,,,,,,
1374,NGC5170,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.036,14.018
1375,NGC5173,_b,1,5,B,sersic,1.0,12.416,0.849,97.37,10.45,4.6,,,,,,,,,,,,,,,,,,
1376,NGC5194,_bd,2,5,B,sersic,0.128,9.963,0.817,130.04,21.62,0.995,,,,,,,,,,,,,,,,,,
1376,NGC5194,_bd,2,5,D,expdisk,,,,,,,,,,,,0.872,7.853,0.84,39.15,84.2,19.475,,,,,,,
1377,NGC5195,_bdbar,3,3,B,sersic,0.253,10.122,0.84,126.28,7.69,2.58,,,,,,,,,,,,,,,,,,
1377,NGC5195,_bdbar,3,3,D,expdisk,,,,,,,,,,,,0.521,9.271,0.758,-75.69,79.88,20.779,,,,,,,
1377,NGC5195,_bdbar,3,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.226,19.728,0.927,53.32,79.92,,
1378,NGC5204,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,11.875,0.636,-6.25,26.92,21.021,,,,,,,
1379,NGC5205,_bdbar,3,5,B,sersic,0.287,13.734,0.495,108.37,12.64,4.376,,,,,,,,,,,,,,,,,,
1379,NGC5205,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.515,13.111,0.544,-13.26,20.08,21.62,,,,,,,
1379,NGC5205,_bdbar,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.198,21.419,0.568,-39.51,36.99,,
1380,NGC5216,_b,1,4,B,sersic,1.0,12.013,0.931,59.46,30.44,5.322,,,,,,,,,,,,,,,,,,
1381,NGC5218,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.611,12.226,0.85,-51.61,11.31,19.488,,,,,,,
1381,NGC5218,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.275,18.735,0.291,-86.02,24.36,,
1381,NGC5218,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.114,14.056
1382,NGC5229,_z,1,4,Z,edgedisk,,,,,,,1.0,21.238,-11.5,20.27,7.28,,,,,,,,,,,,,
1383,NGC5236,_bdbarf,3,5,B,sersic,0.08,9.611,0.897,149.33,9.35,0.664,,,,,,,,,,,,,,,,,,
1383,NGC5236,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.872,7.022,0.944,4.08,106.75,19.159,,,,,,,
1383,NGC5236,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.048,19.174,0.373,45.61,101.25,,
1384,NGC5238,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.514,0.755,-6.68,25.12,22.51,,,,,,,
1385,NGC5240,_dn,2,5,D,expdisk,,,,,,,,,,,,0.994,12.644,0.68,57.9,15.5,20.592,,,,,,,
1385,NGC5240,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.006,18.205
1386,NGC5247,_bd,2,5,B,sersic,0.086,12.411,0.855,6.93,11.81,1.06,,,,,,,,,,,,,,,,,,
1386,NGC5247,_bd,2,5,D,expdisk,,,,,,,,,,,,0.914,9.847,0.868,61.61,57.34,20.634,,,,,,,
1387,NGC5248,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.201,11.47,0.782,-76.1,4.24,16.605,,,,,,,
1387,NGC5248,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.795,9.978,0.782,-76.1,31.66,19.475,,,,,,,
1387,NGC5248,_ddn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,15.526
1388,NGC5253,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.674,10.874,0.469,42.22,30.94,20.322,,,,,,,
1388,NGC5253,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.117,19.016,0.634,13.9,21.75,,
1388,NGC5253,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.209,12.149
1389,NGC5254,_dn,2,5,D,expdisk,,,,,,,,,,,,0.996,11.369,0.453,-52.01,32.47,20.921,,,,,,,
1389,NGC5254,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.004,17.392
1390,NGC5264,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,12.122,0.796,59.81,28.17,21.367,,,,,,,
1391,NGC5273,_dn,2,5,D,expdisk,,,,,,,,,,,,0.894,11.325,0.859,5.54,17.49,19.533,,,,,,,
1391,NGC5273,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.106,13.645
1392,NGC5289,_bdd,3,4,B,sersic,0.334,13.388,0.564,98.04,2.22,2.572,,,,,,,,,,,,,,,,,,
1392,NGC5289,_bdd,3,4,D,expdisk,,,,,,,,,,,,0.537,12.866,0.263,-80.53,19.52,21.315,,,,,,,
1392,NGC5289,_bdd,3,4,D,ferrer2,,,,,,,,,,,,,,,,,,0.129,19.884,0.535,-86.06,16.52,,
1393,NGC5290,_zn,2,4,Z,edgedisk,,,,,,,0.868,18.167,-85.21,16.96,5.84,,,,,,,,,,,,,
1393,NGC5290,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.132,13.23
1394,NGC5297,_bdbarf,3,5,B,sersic,0.033,14.983,0.749,159.21,1.76,1.48,,,,,,,,,,,,,,,,,,
1394,NGC5297,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.943,11.339,0.282,-33.75,25.87,20.398,,,,,,,
1394,NGC5297,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.024,21.743,0.362,-15.09,31.5,,
1395,NGC5300,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.986,11.54,0.645,-30.28,33.03,21.13,,,,,,,
1395,NGC5300,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.009,20.478,0.538,-20.22,7.98,,
1395,NGC5300,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,17.298
1396,NGC5301,_dn,2,5,D,expdisk,,,,,,,,,,,,0.995,11.335,0.201,-28.87,27.55,20.531,,,,,,,
1396,NGC5301,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,16.99
1397,NGC5304,_b,1,5,B,sersic,1.0,11.625,0.671,138.39,40.26,5.531,,,,,,,,,,,,,,,,,,
1398,NGC5311,_bd,2,5,B,sersic,0.783,11.773,0.696,103.28,19.32,4.665,,,,,,,,,,,,,,,,,,
1398,NGC5311,_bd,2,5,D,expdisk,,,,,,,,,,,,0.217,13.182,0.814,-89.44,30.48,22.597,,,,,,,
1399,NGC5313,_bd,2,5,B,sersic,0.093,13.853,0.425,38.64,1.76,0.499,,,,,,,,,,,,,,,,,,
1399,NGC5313,_bd,2,5,D,expdisk,,,,,,,,,,,,0.907,11.38,0.578,46.23,12.32,18.829,,,,,,,
1400,NGC5320,_dn,2,5,D,expdisk,,,,,,,,,,,,0.986,12.157,0.481,17.47,16.21,20.201,,,,,,,
1400,NGC5320,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.014,16.764
1401,NGC5326,_bd,2,4,B,sersic,0.807,11.239,0.479,132.67,56.31,10.663,,,,,,,,,,,,,,,,,,
1401,NGC5326,_bd,2,4,D,expdisk,,,,,,,,,,,,0.193,13.0,0.509,-45.73,10.04,20.005,,,,,,,
1402,NGC5334,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.99,11.598,0.76,15.12,33.55,21.222,,,,,,,
1402,NGC5334,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.01,21.542,0.331,50.36,16.5,,
1402,NGC5334,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.001,19.705
1403,NGC5336,_dd,2,5,B,sersic,0.103,15.834,0.362,60.81,7.44,3.539,,,,,,,,,,,,,,,,,,
1403,NGC5336,_dd,2,5,D,expdisk,,,,,,,,,,,,0.897,13.491,0.806,-78.58,7.91,19.977,,,,,,,
1404,NGC5337,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.933,12.524,0.467,21.87,10.88,19.704,,,,,,,
1404,NGC5337,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.047,18.717,0.114,38.63,11.25,,
1404,NGC5337,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.02,16.716
1405,NGC5338,_bdbar,3,5,B,sersic,0.22,14.574,0.52,120.31,5.4,4.336,,,,,,,,,,,,,,,,,,
1405,NGC5338,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.693,13.326,0.483,-86.54,18.39,21.644,,,,,,,
1405,NGC5338,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.087,21.65,0.538,-54.91,21.84,,
1406,NGC5339,_bdbarf,3,5,B,sersic,0.051,15.062,0.751,64.83,1.14,2.702,,,,,,,,,,,,,,,,,,
1406,NGC5339,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.904,11.935,0.78,47.92,20.96,20.537,,,,,,,
1406,NGC5339,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.045,20.961,0.297,87.25,25.5,,
1407,NGC5346,_bd,2,5,B,sersic,0.073,16.359,0.605,169.48,6.51,0.811,,,,,,,,,,,,,,,,,,
1407,NGC5346,_bd,2,5,D,expdisk,,,,,,,,,,,,0.927,13.594,0.459,-21.06,16.94,21.734,,,,,,,
1408,NGC5347,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.59,12.414,0.922,89.41,15.16,20.313,,,,,,,
1408,NGC5347,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.085,20.633,0.298,-79.61,30.0,,
1408,NGC5347,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.325,13.063
1409,NGC5348,_zz,2,4,D,edgedisk,,,,,,,0.172,20.047,-0.23,6.78,2.57,,,,,,,,,,,,,
1409,NGC5348,_zz,2,4,D,edgedisk,,,,,,,0.828,21.183,-2.35,41.22,7.73,,,,,,,,,,,,,
1410,NGC5350,_bdbarf,3,5,B,sersic,0.029,14.809,0.636,30.28,1.55,1.266,,,,,,,,,,,,,,,,,,
1410,NGC5350,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.927,11.043,0.638,43.68,25.0,20.028,,,,,,,
1410,NGC5350,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.044,19.632,0.417,-55.81,17.25,,
1413,NGC5355,_bdbar,3,5,B,sersic,0.654,13.321,0.697,8.41,9.8,5.639,,,,,,,,,,,,,,,,,,
1413,NGC5355,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.228,14.495,0.55,50.41,12.85,22.035,,,,,,,
1413,NGC5355,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.118,21.077,0.581,-4.59,19.06,,
1414,NGC5356,_dn,2,5,D,expdisk,,,,,,,,,,,,0.996,11.776,0.185,15.39,26.3,20.872,,,,,,,
1414,NGC5356,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.004,17.902
1415,NGC5360,_bz,2,5,B,sersic,0.824,13.549,0.396,68.09,46.57,0.985,,,,,,,,,,,,,,,,,,
1415,NGC5360,_bz,2,5,Z,edgedisk,,,,,,,0.176,20.212,69.17,8.5,1.85,,,,,,,,,,,,,
1416,NGC5362,_dn,2,5,D,expdisk,,,,,,,,,,,,0.984,12.421,0.417,80.81,14.31,20.195,,,,,,,
1416,NGC5362,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.016,16.894
1417,NGC5363,_b,1,5,B,sersic,1.0,9.066,0.749,132.25,74.12,5.623,,,,,,,,,,,,,,,,,,
1418,NGC5364,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.87,10.312,0.672,35.64,53.69,20.956,,,,,,,
1418,NGC5364,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.127,12.407,0.576,46.74,15.56,20.362,,,,,,,
1418,NGC5364,_ddn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.004,16.291
1419,NGC5371,_bd,2,5,B,sersic,0.082,12.788,0.885,48.84,4.0,1.462,,,,,,,,,,,,,,,,,,
1419,NGC5371,_bd,2,5,D,expdisk,,,,,,,,,,,,0.918,10.16,0.8,15.66,35.08,19.881,,,,,,,
1420,NGC5375,_bdbarfn,4,5,B,sersic,0.103,13.994,0.761,1.08,4.18,1.228,,,,,,,,,,,,,,,,,,
1420,NGC5375,_bdbarfn,4,5,D,expdisk,,,,,,,,,,,,0.737,11.854,0.868,-20.74,27.25,21.026,,,,,,,
1420,NGC5375,_bdbarfn,4,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.134,20.044,0.427,-10.03,27.75,,
1420,NGC5375,_bdbarfn,4,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.026,15.503
1421,NGC5376,_bd,2,5,B,sersic,0.048,14.927,0.566,63.87,1.87,0.949,,,,,,,,,,,,,,,,,,
1421,NGC5376,_bd,2,5,D,expdisk,,,,,,,,,,,,0.952,11.679,0.584,64.01,14.21,19.437,,,,,,,
1422,NGC5377,_bdbar,3,4,B,sersic,0.394,11.732,0.598,35.71,10.88,3.322,,,,,,,,,,,,,,,,,,
1422,NGC5377,_bdbar,3,4,D,expdisk,,,,,,,,,,,,0.327,11.922,0.539,26.43,52.55,22.521,,,,,,,
1422,NGC5377,_bdbar,3,4,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.279,20.947,0.27,45.3,110.26,,
1423,NGC5383,_ddbarfn,4,5,D,sersic,0.184,12.833,0.47,76.86,10.02,0.407,,,,,,,,,,,,,,,,,,
1423,NGC5383,_ddbarfn,4,5,D,expdisk,,,,,,,,,,,,0.713,11.357,0.822,-69.41,26.77,20.49,,,,,,,
1423,NGC5383,_ddbarfn,4,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.085,21.205,0.393,-53.92,50.25,,
1423,NGC5383,_ddbarfn,4,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.018,15.366
1424,NGC5403,_zzn,3,4,Z,edgedisk,,,,,,,0.494,17.119,-41.16,10.33,1.4,,,,,,,,,,,,,
1424,NGC5403,_zzn,3,4,Z,edgedisk,,,,,,,0.478,20.047,-30.87,26.08,10.6,,,,,,,,,,,,,
1424,NGC5403,_zzn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.028,15.343
1425,NGC5422,_bz,2,4,B,sersic,0.577,11.943,0.562,155.47,10.89,4.466,,,,,,,,,,,,,,,,,,
1425,NGC5422,_bz,2,4,Z,edgedisk,,,,,,,0.423,19.81,-27.56,24.31,6.7,,,,,,,,,,,,,
1426,NGC5425,_bd,2,5,B,sersic,0.024,17.391,0.283,130.62,3.21,0.788,,,,,,,,,,,,,,,,,,
1426,NGC5425,_bd,2,5,D,expdisk,,,,,,,,,,,,0.976,13.376,0.327,-53.31,13.07,20.954,,,,,,,
1427,NGC5426,_dd,2,3,D,sersic,0.761,11.811,0.465,178.99,34.19,3.127,,,,,,,,,,,,,,,,,,
1427,NGC5426,_dd,2,3,D,expdisk,,,,,,,,,,,,0.239,13.096,0.502,-10.22,23.95,21.987,,,,,,,
1428,NGC5427,_bd,2,5,B,sersic,0.103,13.42,0.861,52.58,4.26,2.171,,,,,,,,,,,,,,,,,,
1428,NGC5427,_bd,2,5,D,expdisk,,,,,,,,,,,,0.897,11.068,0.905,71.64,20.97,19.671,,,,,,,
1429,NGC5430,_bdbarf,3,5,B,sersic,0.211,12.953,0.511,17.8,2.79,0.31,,,,,,,,,,,,,,,,,,
1429,NGC5430,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.611,11.795,0.662,3.81,18.18,20.089,,,,,,,
1429,NGC5430,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.178,19.114,0.385,-29.06,24.75,,
1430,NGC5443,_bdbar,3,5,B,sersic,0.144,13.608,0.705,44.46,3.37,3.882,,,,,,,,,,,,,,,,,,
1430,NGC5443,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.568,12.117,0.375,35.06,29.14,21.435,,,,,,,
1430,NGC5443,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.289,20.621,0.294,43.05,64.62,,
1431,NGC5448,_bdbar,3,5,B,sersic,0.282,12.517,0.58,102.34,7.86,4.819,,,,,,,,,,,,,,,,,,
1431,NGC5448,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.358,12.25,0.417,-69.81,41.13,22.316,,,,,,,
1431,NGC5448,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.36,20.762,0.288,-78.67,91.6,,
1432,NGC5452,_dn,2,5,D,expdisk,,,,,,,,,,,,0.997,13.618,0.682,-72.44,14.03,21.348,,,,,,,
1432,NGC5452,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,19.882
1433,NGC5457,_bd,2,5,B,sersic,0.05,11.083,0.59,83.25,55.3,3.831,,,,,,,,,,,,,,,,,,
1433,NGC5457,_bd,2,5,D,expdisk,,,,,,,,,,,,0.95,7.879,0.929,37.69,127.3,20.399,,,,,,,
1434,NGC5464,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.95,13.252,0.589,87.05,8.79,19.968,,,,,,,
1434,NGC5464,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.05,19.278,0.215,87.18,7.77,,
1435,NGC5468,_bd,2,5,B,sersic,0.094,14.407,0.538,155.52,3.5,2.752,,,,,,,,,,,,,,,,,,
1435,NGC5468,_bd,2,5,D,expdisk,,,,,,,,,,,,0.906,11.93,0.886,-79.7,23.44,20.775,,,,,,,
1436,NGC5470,_z,1,4,Z,edgedisk,,,,,,,1.0,18.967,62.2,20.83,3.19,,,,,,,,,,,,,
1437,NGC5472,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.553,13.675,0.384,36.42,6.48,19.727,,,,,,,
1437,NGC5472,_ddn,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.274,18.366,0.334,42.32,10.29,,
1437,NGC5472,_ddn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.173,14.943
1438,NGC5473,_bdbar,3,5,B,sersic,0.276,12.299,0.888,129.06,3.46,2.069,,,,,,,,,,,,,,,,,,
1438,NGC5473,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.651,11.366,0.777,-28.17,17.37,19.561,,,,,,,
1438,NGC5473,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.073,19.588,0.457,77.87,21.32,,
1439,NGC5474,_dd,2,3,D,expdisk,,,,,,,,,,,,0.739,11.534,0.82,82.89,45.45,21.817,,,,,,,
1439,NGC5474,_dd,2,3,D,expdisk,,,,,,,,,,,,0.261,12.704,0.72,6.27,13.03,20.274,,,,,,,
1440,NGC5476,_bd,2,5,B,sersic,0.028,16.487,0.533,118.18,3.16,0.367,,,,,,,,,,,,,,,,,,
1440,NGC5476,_bd,2,5,D,expdisk,,,,,,,,,,,,0.972,12.649,0.915,-55.88,12.22,20.08,,,,,,,
1441,NGC5477,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.216,0.718,81.18,18.08,22.497,,,,,,,
1442,NGC5480,_dn,2,5,D,expdisk,,,,,,,,,,,,0.951,11.859,0.793,37.23,12.64,19.364,,,,,,,
1442,NGC5480,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.049,15.079
1443,NGC5481,_bd,2,5,B,sersic,0.527,12.468,0.903,99.99,13.28,9.558,,,,,,,,,,,,,,,,,,
1443,NGC5481,_bd,2,5,D,expdisk,,,,,,,,,,,,0.473,12.674,0.719,-76.86,16.12,20.705,,,,,,,
1444,NGC5486,_dd,2,5,D,sersic,0.1,16.145,0.658,0.59,7.26,0.975,,,,,,,,,,,,,,,,,,
1444,NGC5486,_dd,2,5,D,expdisk,,,,,,,,,,,,0.9,13.749,0.648,73.23,15.23,21.657,,,,,,,
1445,NGC5492,_zn,2,4,Z,edgedisk,,,,,,,0.944,18.19,-31.5,8.12,2.78,,,,,,,,,,,,,
1445,NGC5492,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.056,15.872
1446,NGC5496,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.95,12.646,0.185,-7.47,33.81,22.287,,,,,,,
1446,NGC5496,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.05,20.306,0.081,-6.81,26.86,,
1448,NGC5507,_bd,2,5,B,sersic,0.481,12.539,0.841,77.06,4.14,3.442,,,,,,,,,,,,,,,,,,
1448,NGC5507,_bd,2,5,D,expdisk,,,,,,,,,,,,0.519,12.455,0.515,60.12,13.48,20.1,,,,,,,
1449,NGC5520,_bd,2,5,B,sersic,0.387,13.255,0.51,60.96,4.56,1.177,,,,,,,,,,,,,,,,,,
1449,NGC5520,_bd,2,5,D,expdisk,,,,,,,,,,,,0.613,12.752,0.538,66.83,11.54,20.058,,,,,,,
1450,NGC5523,_bd,2,5,B,sersic,0.072,15.023,0.746,99.09,6.13,0.479,,,,,,,,,,,,,,,,,,
1450,NGC5523,_bd,2,5,D,expdisk,,,,,,,,,,,,0.928,12.244,0.277,-86.69,25.44,21.267,,,,,,,
1451,NGC5526,_z,1,4,D,edgedisk,,,,,,,1.0,18.051,-46.12,9.66,2.15,,,,,,,,,,,,,
1452,NGC5529,_zzn,3,4,Z,edgedisk,,,,,,,0.554,19.463,-64.96,28.58,7.77,,,,,,,,,,,,,
1452,NGC5529,_zzn,3,4,Z,edgedisk,,,,,,,0.42,18.631,-48.72,36.28,2.87,,,,,,,,,,,,,
1452,NGC5529,_zzn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.025,14.954
1453,NGC5534,_bdbar,3,5,B,sersic,0.281,13.344,0.894,58.11,1.82,1.315,,,,,,,,,,,,,,,,,,
1453,NGC5534,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.483,12.748,0.893,-60.26,15.38,20.678,,,,,,,
1453,NGC5534,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.235,19.674,0.349,71.95,27.98,,
1454,NGC5560,_dbar,2,3,D,expdisk,,,,,,,,,,,,0.589,12.454,0.394,-62.4,19.05,20.85,,,,,,,
1454,NGC5560,_dbar,2,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.411,18.815,0.2,-69.72,34.18,,
1455,NGC5566,_bdbar,3,5,B,sersic,0.228,11.511,0.488,29.56,6.47,1.071,,,,,,,,,,,,,,,,,,
1455,NGC5566,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.521,10.61,0.368,34.82,53.05,21.229,,,,,,,
1455,NGC5566,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.251,19.379,0.702,-26.3,46.01,,
1456,NGC5569,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.934,13.48,0.672,-70.78,24.0,22.377,,,,,,,
1456,NGC5569,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.066,21.644,0.386,66.08,17.69,,
1457,NGC5574,_bdbar,3,3,B,sersic,0.549,12.572,0.456,68.86,13.68,3.062,,,,,,,,,,,,,,,,,,
1457,NGC5574,_bdbar,3,3,D,expdisk,,,,,,,,,,,,0.29,13.259,0.501,34.06,23.26,22.088,,,,,,,
1457,NGC5574,_bdbar,3,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.161,20.356,0.283,61.0,35.8,,
1458,NGC5576,_bd,2,4,B,sersic,0.742,10.512,0.687,87.89,22.03,4.834,,,,,,,,,,,,,,,,,,
1458,NGC5576,_bd,2,4,D,expdisk,,,,,,,,,,,,0.258,11.67,0.77,82.97,46.09,21.983,,,,,,,
1459,NGC5577,_bd,2,5,B,sersic,0.033,15.87,0.877,54.05,3.86,0.981,,,,,,,,,,,,,,,,,,
1459,NGC5577,_bd,2,5,D,expdisk,,,,,,,,,,,,0.967,12.185,0.287,54.16,25.95,21.251,,,,,,,
1460,NGC5584,_bd,2,5,B,sersic,0.019,15.925,0.388,36.59,5.47,0.843,,,,,,,,,,,,,,,,,,
1460,NGC5584,_bd,2,5,D,expdisk,,,,,,,,,,,,0.981,11.637,0.724,-23.06,32.73,21.207,,,,,,,
1461,NGC5585,_bd,2,5,B,sersic,0.083,14.185,0.762,172.59,15.68,1.064,,,,,,,,,,,,,,,,,,
1461,NGC5585,_bd,2,5,D,expdisk,,,,,,,,,,,,0.917,11.571,0.622,35.1,45.51,21.857,,,,,,,
1462,NGC5587,_bd,2,5,B,sersic,0.094,14.806,0.609,167.7,1.78,0.667,,,,,,,,,,,,,,,,,,
1462,NGC5587,_bd,2,5,D,expdisk,,,,,,,,,,,,0.906,12.344,0.354,-17.08,12.35,19.799,,,,,,,
1463,NGC5595,_dn,2,5,D,expdisk,,,,,,,,,,,,0.974,11.531,0.614,47.17,13.64,19.201,,,,,,,
1463,NGC5595,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.026,15.472
1464,NGC5597,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.793,11.823,0.753,-67.58,21.23,20.453,,,,,,,
1464,NGC5597,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.207,16.047,0.287,38.97,6.51,,
1465,NGC5600,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.921,11.847,0.926,-12.02,9.79,18.796,,,,,,,
1465,NGC5600,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.079,17.835,0.363,-33.67,7.47,,
1466,NGC5602,_bd,2,5,B,sersic,0.364,13.218,0.762,164.35,3.49,2.964,,,,,,,,,,,,,,,,,,
1466,NGC5602,_bd,2,5,D,expdisk,,,,,,,,,,,,0.636,12.61,0.553,-12.2,15.43,20.546,,,,,,,
1467,NGC5604,_ddn,3,4,D,expdisk,,,,,,,,,,,,0.84,12.199,0.627,20.22,6.81,18.36,,,,,,,
1467,NGC5604,_ddn,3,4,D,expdisk,,,,,,,,,,,,0.133,14.09,0.627,20.22,46.26,24.412,,,,,,,
1467,NGC5604,_ddn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.027,15.941
1468,NGC5608,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.533,0.519,-83.08,22.36,22.277,,,,,,,
