channel,s4g_name,normalized_name,asymmetry,asymmetry_error
4.5um,IC3371,IC3371,0.14,0.03
4.5um,IC3391,IC3391,0.11,0.04
4.5um,IC3392,IC3392,0.19,0.01
4.5um,IC3473,IC3473,0.09,0.04
4.5um,IC3474,IC3474,0.19,0.03
4.5um,IC3475,IC3475,0.11,0.01
4.5um,IC3476,IC3476,0.14,0.01
4.5um,IC3517,IC3517,0.12,0.02
4.5um,IC3521,IC3521,0.11,0.02
4.5um,IC3522,IC3522,0.11,0.03
4.5um,IC3576,IC3576,0.14,0.03
4.5um,IC3583,IC3583,0.14,0.04
4.5um,IC3611,IC3611,0.11,0.02
4.5um,IC3631,IC3631,0.1,0.02
4.5um,IC3687,IC3687,0.88,0.02
4.5um,IC3718,IC3718,0.31,0.01
4.5um,IC3727,IC3727,0.11,0.03
4.5um,IC3742,IC3742,0.18,0.01
4.5um,IC3806,IC3806,0.12,0.01
4.5um,IC3881,IC3881,1.0,0.0
4.5um,IC3908,IC3908,0.25,0.07
4.5um,IC4182,IC4182,0.88,0.01
4.5um,IC4213,IC4213,0.21,0.02
4.5um,IC4214,IC4214,0.81,0.0
4.5um,IC4216,IC4216,0.19,0.01
4.5um,IC4221,IC4221,0.11,0.03
4.5um,IC4231,IC4231,0.54,0.03
4.5um,IC4237,IC4237,0.11,0.02
4.5um,IC4247,IC4247,0.14,0.02
4.5um,IC4263,IC4263,0.56,0.14
4.5um,IC4316,IC4316,0.52,0.02
4.5um,IC4351,IC4351,0.43,0.02
4.5um,IC4407,IC4407,0.21,0.01
4.5um,IC4468,IC4468,0.16,0.04
4.5um,IC4536,IC4536,0.11,0.02
4.5um,IC4582,IC4582,0.19,0.26
4.5um,IC4660,IC4660,0.41,0.12
4.5um,IC4901,IC4901,0.2,0.01
4.5um,IC4951,IC4951,0.52,0.02
4.5um,IC4986,IC4986,0.25,0.01
4.5um,IC5007,IC5007,0.16,0.03
4.5um,IC5026,IC5026,0.36,0.02
4.5um,IC5039,IC5039,0.15,0.03
4.5um,IC5052,IC5052,0.62,0.01
4.5um,IC5069,IC5069,0.71,0.02
4.5um,IC5078,IC5078,0.21,0.03
4.5um,IC0051,IC51,0.12,0.04
4.5um,IC5105B,IC5105B,0.22,0.04
4.5um,IC5152,IC5152,0.38,0.01
4.5um,IC5156,IC5156,0.19,0.06
4.5um,IC5170,IC5170,0.26,0.07
4.5um,IC5176,IC5176,0.24,0.13
4.5um,IC5201,IC5201,0.9,0.0
4.5um,IC5240,IC5240,0.2,0.04
4.5um,IC5249,IC5249,0.8,0.0
4.5um,IC5264,IC5264,0.33,0.05
4.5um,IC5267,IC5267,0.31,0.07
4.5um,IC5269,IC5269,0.18,0.03
4.5um,IC5269A,IC5269A,0.18,0.02
4.5um,IC5269B,IC5269B,0.23,0.01
4.5um,IC5269C,IC5269C,0.22,0.01
4.5um,IC5270,IC5270,0.16,0.06
4.5um,IC5271,IC5271,0.21,0.04
4.5um,IC5273,IC5273,0.28,0.02
4.5um,IC0529,IC529,0.27,0.14
4.5um,IC5321,IC5321,0.23,0.03
4.5um,IC5325,IC5325,0.24,0.02
4.5um,IC5332,IC5332,0.39,0.01
4.5um,IC5333,IC5333,0.31,0.18
4.5um,IC5334,IC5334,0.1,0.03
4.5um,IC0600,IC600,0.32,0.02
4.5um,IC0610,IC610,0.16,0.03
4.5um,IC0718,IC718,0.11,0.04
4.5um,IC0719,IC719,0.07,0.04
4.5um,IC0749,IC749,0.3,0.01
4.5um,IC0750,IC750,0.24,0.04
4.5um,IC0755,IC755,0.09,0.03
4.5um,IC0758,IC758,0.43,0.07
4.5um,IC0764,IC764,0.99,0.0
4.5um,IC0769,IC769,0.16,0.02
4.5um,IC0776,IC776,0.13,0.01
4.5um,IC0796,IC796,0.11,0.03
4.5um,IC0797,IC797,0.09,0.03
4.5um,IC0800,IC800,0.11,0.02
4.5um,IC0851,IC851,0.15,0.03
4.5um,IC0863,IC863,0.11,0.05
4.5um,IC0902,IC902,0.47,0.13
4.5um,NGC0337A,NGC0337A,0.39,0.03
4.5um,NGC0986A,NGC0986A,0.23,0.02
4.5um,NGC0100,NGC100,0.28,0.01
4.5um,NGC1015,NGC1015,0.1,0.01
4.5um,NGC1022,NGC1022,0.47,0.02
4.5um,NGC1032,NGC1032,0.44,0.01
4.5um,NGC1035,NGC1035,0.15,0.03
4.5um,NGC1036,NGC1036,0.09,0.02
4.5um,NGC1042,NGC1042,0.84,0.01
4.5um,NGC1047,NGC1047,0.08,0.02
4.5um,NGC1051,NGC1051,0.16,0.02
4.5um,NGC1052,NGC1052,0.57,0.02
4.5um,NGC1055,NGC1055,0.73,0.01
4.5um,NGC1068,NGC1068,0.68,0.01
4.5um,NGC1073,NGC1073,0.28,0.0
4.5um,NGC1076,NGC1076,0.17,0.04
4.5um,NGC1079,NGC1079,0.51,0.01
4.5um,NGC1084,NGC1084,0.69,0.02
4.5um,NGC1087,NGC1087,0.64,0.01
4.5um,NGC1090,NGC1090,0.62,0.01
4.5um,NGC1097,NGC1097,0.75,0.01
4.5um,NGC1110,NGC1110,0.42,0.02
4.5um,NGC1140,NGC1140,0.14,0.02
4.5um,NGC1145,NGC1145,0.6,0.01
4.5um,NGC0115,NGC115,0.59,0.06
4.5um,NGC1163,NGC1163,0.26,0.04
4.5um,NGC1179,NGC1179,0.12,0.0
4.5um,NGC1187,NGC1187,0.28,0.02
4.5um,NGC1222,NGC1222,0.09,0.06
4.5um,NGC1232,NGC1232,0.36,0.0
4.5um,NGC1249,NGC1249,0.96,0.0
4.5um,NGC1253,NGC1253,0.45,0.01
4.5um,NGC1255,NGC1255,0.47,0.01
4.5um,NGC1258,NGC1258,0.12,0.02
4.5um,NGC1291,NGC1291,0.76,0.01
4.5um,NGC1292,NGC1292,0.61,0.02
4.5um,NGC1297,NGC1297,0.34,0.01
4.5um,NGC1299,NGC1299,0.11,0.05
4.5um,NGC1300,NGC1300,0.71,0.01
4.5um,NGC1302,NGC1302,0.25,0.02
4.5um,NGC1306,NGC1306,0.16,0.06
4.5um,NGC1309,NGC1309,0.63,0.01
4.5um,NGC0131,NGC131,0.42,0.06
4.5um,NGC1310,NGC1310,0.14,0.01
4.5um,NGC1311,NGC1311,0.96,0.01
4.5um,NGC1313,NGC1313,0.98,0.0
4.5um,NGC1316C,NGC1316C,0.16,0.03
4.5um,NGC1325,NGC1325,0.42,0.01
4.5um,NGC1325A,NGC1325A,0.19,0.02
4.5um,NGC1326,NGC1326,0.19,0.03
4.5um,NGC1326A,NGC1326A,0.31,0.02
4.5um,NGC1326B,NGC1326B,0.42,0.01
4.5um,NGC1332,NGC1332,0.19,0.02
4.5um,NGC1337,NGC1337,0.13,0.01
4.5um,NGC1338,NGC1338,0.3,0.03
4.5um,NGC1339,NGC1339,0.17,0.08
4.5um,NGC0134,NGC134,0.96,0.0
4.5um,NGC1341,NGC1341,0.15,0.03
4.5um,NGC1345,NGC1345,0.14,0.02
4.5um,NGC1347,NGC1347,0.14,0.02
4.5um,NGC1350,NGC1350,0.86,0.01
4.5um,NGC1351A,NGC1351A,0.21,0.04
4.5um,NGC1353,NGC1353,0.27,0.01
4.5um,NGC1357,NGC1357,0.69,0.01
4.5um,NGC1359,NGC1359,0.12,0.02
4.5um,NGC1365,NGC1365,0.96,0.0
4.5um,NGC1366,NGC1366,0.2,0.05
4.5um,NGC1367,NGC1367,0.29,0.01
4.5um,NGC1385,NGC1385,0.67,0.01
4.5um,NGC1386,NGC1386,0.19,0.04
4.5um,NGC1389,NGC1389,0.5,0.01
4.5um,NGC1390,NGC1390,0.12,0.03
4.5um,NGC1398,NGC1398,0.16,0.02
4.5um,NGC0014,NGC14,0.12,0.03
4.5um,NGC1406,NGC1406,0.42,0.01
4.5um,NGC1411,NGC1411,0.43,0.06
4.5um,NGC1414,NGC1414,0.11,0.01
4.5um,NGC1415,NGC1415,0.3,0.05
4.5um,NGC1421,NGC1421,0.2,0.02
4.5um,NGC1422,NGC1422,0.49,0.02
4.5um,NGC1425,NGC1425,0.47,0.0
4.5um,NGC1427A,NGC1427A,0.23,0.01
4.5um,NGC1433,NGC1433,0.84,0.01
4.5um,NGC1436,NGC1436,0.62,0.01
4.5um,NGC1437B,NGC1437B,0.43,0.02
4.5um,NGC1438,NGC1438,0.22,0.02
4.5um,NGC1448,NGC1448,0.96,0.01
4.5um,NGC1452,NGC1452,0.41,0.02
4.5um,NGC1461,NGC1461,0.9,0.0
4.5um,NGC1473,NGC1473,0.41,0.03
4.5um,NGC1476,NGC1476,0.41,0.03
4.5um,NGC0148,NGC148,0.2,0.05
4.5um,NGC1482,NGC1482,0.6,0.02
4.5um,NGC1483,NGC1483,0.44,0.03
4.5um,NGC1484,NGC1484,0.57,0.01
4.5um,NGC1487,NGC1487,0.66,0.01
4.5um,NGC1493,NGC1493,0.18,0.01
4.5um,NGC1494,NGC1494,0.52,0.02
4.5um,NGC1495,NGC1495,0.24,0.03
4.5um,NGC0150,NGC150,0.2,0.01
4.5um,NGC1507,NGC1507,0.55,0.01
4.5um,NGC1510,NGC1510,0.27,0.02
4.5um,NGC1511,NGC1511,0.42,0.04
4.5um,NGC1511A,NGC1511A,0.6,0.07
4.5um,NGC1511B,NGC1511B,0.58,0.11
4.5um,NGC1512,NGC1512,0.37,0.01
4.5um,NGC1515,NGC1515,0.79,0.01
4.5um,NGC1518,NGC1518,0.17,0.01
4.5um,NGC1519,NGC1519,0.18,0.02
4.5um,NGC1532,NGC1532,0.95,0.0
4.5um,NGC1533,NGC1533,0.84,0.01
4.5um,NGC1546,NGC1546,0.37,0.07
4.5um,NGC1553,NGC1553,0.24,0.05
4.5um,NGC1556,NGC1556,0.25,0.07
4.5um,NGC1559,NGC1559,0.48,0.01
4.5um,NGC1566,NGC1566,0.81,0.0
4.5um,NGC0157,NGC157,0.37,0.02
4.5um,NGC1592,NGC1592,0.12,0.04
4.5um,NGC1596,NGC1596,0.59,0.02
4.5um,NGC1602,NGC1602,0.43,0.02
4.5um,NGC1637,NGC1637,0.85,0.01
4.5um,NGC1640,NGC1640,0.61,0.01
4.5um,NGC1672,NGC1672,0.86,0.0
4.5um,NGC1679,NGC1679,0.5,0.01
4.5um,NGC1688,NGC1688,0.49,0.05
4.5um,NGC1703,NGC1703,0.63,0.01
4.5um,NGC1705,NGC1705,0.26,0.02
4.5um,NGC1744,NGC1744,0.47,0.01
4.5um,NGC0178,NGC178,0.24,0.0
4.5um,NGC1792,NGC1792,0.59,0.01
4.5um,NGC1800,NGC1800,0.19,0.02
4.5um,NGC1808,NGC1808,0.98,0.01
4.5um,NGC1809,NGC1809,0.56,0.01
4.5um,NGC1824,NGC1824,0.47,0.03
4.5um,NGC1827,NGC1827,0.59,0.02
4.5um,NGC1853,NGC1853,0.25,0.04
4.5um,NGC1879,NGC1879,0.36,0.02
4.5um,NGC1892,NGC1892,0.95,0.0
4.5um,NGC0210,NGC210,0.51,0.02
4.5um,NGC2101,NGC2101,0.65,0.06
4.5um,NGC2104,NGC2104,0.21,0.02
4.5um,NGC0216,NGC216,0.14,0.03
4.5um,NGC2320,NGC2320,0.2,0.08
4.5um,NGC0024,NGC24,0.37,0.0
4.5um,NGC0244,NGC244,0.1,0.04
4.5um,NGC2460,NGC2460,0.18,0.07
4.5um,NGC0247,NGC247,0.23,0.0
4.5um,NGC2500,NGC2500,0.44,0.01
4.5um,NGC0253,NGC253,0.95,0.0
4.5um,NGC2537,NGC2537,0.33,0.02
4.5um,NGC0254,NGC254,0.31,0.07
4.5um,NGC2541,NGC2541,0.5,0.02
4.5um,NGC2543,NGC2543,0.28,0.01
4.5um,NGC0255,NGC255,0.12,0.02
4.5um,NGC2550,NGC2550,0.28,0.24
4.5um,NGC2551,NGC2551,0.11,0.14
4.5um,NGC2552,NGC2552,0.55,0.03
4.5um,NGC2591,NGC2591,1.0,0.0
4.5um,NGC2608,NGC2608,0.25,0.02
4.5um,NGC2633,NGC2633,0.25,0.04
4.5um,NGC2634A,NGC2634A,0.54,0.02
4.5um,NGC2648,NGC2648,0.32,0.02
4.5um,NGC2654,NGC2654,0.14,0.02
4.5um,NGC2655,NGC2655,0.84,0.01
4.5um,NGC2681,NGC2681,0.98,0.0
4.5um,NGC2683,NGC2683,0.69,0.01
4.5um,NGC2684,NGC2684,0.3,0.08
4.5um,NGC2685,NGC2685,0.66,0.02
4.5um,NGC2701,NGC2701,0.19,0.03
4.5um,NGC2710,NGC2710,0.19,0.17
4.5um,NGC2712,NGC2712,0.52,0.01
4.5um,NGC2715,NGC2715,0.19,0.05
4.5um,NGC2726,NGC2726,0.13,0.05
4.5um,NGC2731,NGC2731,0.37,0.18
4.5um,NGC2732,NGC2732,0.23,0.15
4.5um,NGC2735,NGC2735,0.18,0.06
4.5um,NGC0274,NGC274,0.35,0.05
4.5um,NGC2742,NGC2742,0.62,0.01
4.5um,NGC2743,NGC2743,0.08,0.04
4.5um,NGC2748,NGC2748,0.17,0.09
4.5um,NGC0275,NGC275,0.29,0.01
4.5um,NGC2750,NGC2750,0.38,0.02
4.5um,NGC2764,NGC2764,0.15,0.05
4.5um,NGC2768,NGC2768,0.98,0.0
4.5um,NGC2770,NGC2770,0.16,0.02
4.5um,NGC2775,NGC2775,0.85,0.01
4.5um,NGC2776,NGC2776,0.31,0.01
4.5um,NGC2780,NGC2780,0.11,0.02
4.5um,NGC2782,NGC2782,0.94,0.0
4.5um,NGC2787,NGC2787,0.84,0.01
4.5um,NGC2793,NGC2793,0.11,0.02
4.5um,NGC2798,NGC2798,0.41,0.06
4.5um,NGC2799,NGC2799,0.38,0.02
4.5um,NGC2805,NGC2805,0.53,0.01
4.5um,NGC2814,NGC2814,0.51,0.07
4.5um,NGC2820,NGC2820,0.8,0.01
4.5um,NGC2841,NGC2841,0.54,0.01
4.5um,NGC2844,NGC2844,0.29,0.05
4.5um,NGC2854,NGC2854,0.12,0.04
4.5um,NGC2859,NGC2859,0.64,0.02
4.5um,NGC2882,NGC2882,0.11,0.03
4.5um,NGC0289,NGC289,0.15,0.02
4.5um,NGC2893,NGC2893,0.36,0.11
4.5um,NGC2894,NGC2894,0.25,0.06
4.5um,NGC2903,NGC2903,0.68,0.01
4.5um,NGC2906,NGC2906,0.12,0.05
4.5um,NGC2919,NGC2919,0.24,0.07
4.5um,NGC2938,NGC2938,0.39,0.07
4.5um,NGC2962,NGC2962,0.24,0.12
4.5um,NGC2964,NGC2964,0.59,0.02
4.5um,NGC2966,NGC2966,0.13,0.03
4.5um,NGC2967,NGC2967,0.14,0.04
4.5um,NGC2968,NGC2968,0.2,0.01
4.5um,NGC2974,NGC2974,0.6,0.01
4.5um,NGC2976,NGC2976,0.82,0.01
4.5um,NGC2978,NGC2978,0.16,0.12
4.5um,NGC0298,NGC298,0.1,0.01
4.5um,NGC2985,NGC2985,0.24,0.05
4.5um,NGC2986,NGC2986,0.75,0.01
4.5um,NGC0300,NGC300,0.26,0.0
4.5um,NGC3003,NGC3003,0.48,0.01
4.5um,NGC3018,NGC3018,0.35,0.03
4.5um,NGC3020,NGC3020,0.18,0.01
4.5um,NGC3021,NGC3021,0.16,0.08
4.5um,NGC3023,NGC3023,0.21,0.01
4.5um,NGC3024,NGC3024,0.2,0.03
4.5um,NGC3026,NGC3026,0.17,0.02
4.5um,NGC3027,NGC3027,0.93,0.0
4.5um,NGC3031,NGC3031,0.55,0.01
4.5um,NGC3032,NGC3032,0.3,0.05
4.5um,NGC3034,NGC3034,0.76,0.01
4.5um,NGC3041,NGC3041,0.2,0.04
4.5um,NGC3043,NGC3043,0.14,0.03
4.5um,NGC3044,NGC3044,0.46,0.06
4.5um,NGC3049,NGC3049,0.39,0.03
4.5um,NGC3055,NGC3055,0.24,0.01
4.5um,NGC3057,NGC3057,0.35,0.08
4.5um,NGC3061,NGC3061,0.28,0.08
4.5um,NGC3065,NGC3065,0.19,0.17
4.5um,NGC3066,NGC3066,0.25,0.16
4.5um,NGC3067,NGC3067,0.18,0.03
4.5um,NGC3073,NGC3073,0.16,0.04
4.5um,NGC3077,NGC3077,0.36,0.01
4.5um,NGC3079,NGC3079,0.24,0.02
4.5um,NGC3094,NGC3094,0.17,0.1
4.5um,NGC3098,NGC3098,0.26,0.03
4.5um,NGC3104,NGC3104,0.37,0.01
4.5um,NGC3115,NGC3115,0.98,0.0
4.5um,NGC3118,NGC3118,0.13,0.02
4.5um,NGC3147,NGC3147,1.0,2.89
4.5um,NGC3153,NGC3153,0.11,0.02
4.5um,NGC3155,NGC3155,0.17,0.25
4.5um,NGC3162,NGC3162,0.3,0.01
4.5um,NGC3165,NGC3165,0.18,0.04
4.5um,NGC3166,NGC3166,0.32,0.03
4.5um,NGC3169,NGC3169,0.52,0.01
4.5um,NGC3177,NGC3177,0.15,0.05
4.5um,NGC3182,NGC3182,0.29,0.04
4.5um,NGC3184,NGC3184,0.47,0.01
4.5um,NGC3185,NGC3185,0.22,0.03
4.5um,NGC3187,NGC3187,0.19,0.01
4.5um,NGC3190,NGC3190,0.33,0.07
4.5um,NGC3193,NGC3193,0.32,0.03
4.5um,NGC3198,NGC3198,0.79,0.01
4.5um,NGC3206,NGC3206,0.69,0.02
4.5um,NGC3213,NGC3213,0.07,0.01
4.5um,NGC3220,NGC3220,0.13,0.02
4.5um,NGC3225,NGC3225,0.12,0.02
4.5um,NGC3227,NGC3227,0.67,0.01
4.5um,NGC3239,NGC3239,0.7,0.01
4.5um,NGC3245A,NGC3245A,0.13,0.02
4.5um,NGC3246,NGC3246,0.1,0.03
4.5um,NGC3248,NGC3248,0.13,0.04
4.5um,NGC3252,NGC3252,0.47,0.05
4.5um,NGC3254,NGC3254,0.24,0.01
4.5um,NGC3259,NGC3259,0.1,0.2
4.5um,NGC3264,NGC3264,0.18,0.01
4.5um,NGC3266,NGC3266,0.15,0.13
4.5um,NGC3274,NGC3274,0.14,0.02
4.5um,NGC3277,NGC3277,0.23,0.04
4.5um,NGC3279,NGC3279,0.2,0.06
4.5um,NGC3287,NGC3287,0.13,0.01
4.5um,NGC3294,NGC3294,0.63,0.01
4.5um,NGC3299,NGC3299,0.09,0.01
4.5um,NGC3301,NGC3301,0.21,0.01
4.5um,NGC3306,NGC3306,0.14,0.05
4.5um,NGC3310,NGC3310,0.33,0.08
4.5um,NGC3319,NGC3319,0.59,0.01
4.5um,NGC3320,NGC3320,0.19,0.02
4.5um,NGC3321,NGC3321,0.15,0.02
4.5um,NGC3329,NGC3329,0.18,0.04
4.5um,NGC3338,NGC3338,0.09,0.03
4.5um,NGC3344,NGC3344,0.94,0.0
4.5um,NGC3346,NGC3346,0.45,0.02
4.5um,NGC3351,NGC3351,0.49,0.01
4.5um,NGC3353,NGC3353,0.21,0.05
4.5um,NGC3359,NGC3359,0.2,0.01
4.5um,NGC3361,NGC3361,0.12,0.03
4.5um,NGC3364,NGC3364,0.35,0.07
4.5um,NGC3365,NGC3365,0.29,0.0
4.5um,NGC3368,NGC3368,0.7,0.01
4.5um,NGC0337,NGC337,0.43,0.01
4.5um,NGC3370,NGC3370,0.31,0.01
4.5um,NGC3377A,NGC3377A,0.1,0.01
4.5um,NGC3380,NGC3380,0.09,0.02
4.5um,NGC3381,NGC3381,0.43,0.02
4.5um,NGC3384,NGC3384,0.8,0.01
4.5um,NGC3389,NGC3389,0.4,0.02
4.5um,NGC3395,NGC3395,0.3,0.02
4.5um,NGC3396,NGC3396,0.43,0.02
4.5um,NGC3403,NGC3403,1.0,0.0
4.5um,NGC3413,NGC3413,0.27,0.03
4.5um,NGC3414,NGC3414,0.49,0.02
4.5um,NGC3423,NGC3423,0.12,0.01
4.5um,NGC3424,NGC3424,0.25,0.02
4.5um,NGC3430,NGC3430,0.4,0.01
4.5um,NGC3432,NGC3432,0.37,0.01
4.5um,NGC3433,NGC3433,0.3,0.03
4.5um,NGC3437,NGC3437,0.29,0.1
4.5um,NGC3440,NGC3440,0.14,0.02
4.5um,NGC3443,NGC3443,0.14,0.01
4.5um,NGC3445,NGC3445,0.46,0.05
4.5um,NGC3447,NGC3447,0.62,0.02
4.5um,NGC3447A,NGC3447A,0.61,0.04
4.5um,NGC3448,NGC3448,0.87,0.01
4.5um,NGC3454,NGC3454,0.37,0.03
4.5um,NGC3455,NGC3455,0.16,0.02
4.5um,NGC3468,NGC3468,0.12,0.02
4.5um,NGC3471,NGC3471,0.23,0.08
4.5um,NGC3485,NGC3485,0.15,0.02
4.5um,NGC3486,NGC3486,0.46,0.01
4.5um,NGC3488,NGC3488,0.14,0.02
4.5um,NGC3489,NGC3489,0.48,0.01
4.5um,NGC3495,NGC3495,0.71,0.01
4.5um,NGC3501,NGC3501,0.86,0.01
4.5um,NGC3504,NGC3504,0.13,0.03
4.5um,NGC3507,NGC3507,0.45,0.01
4.5um,NGC3510,NGC3510,0.13,0.01
4.5um,NGC3511,NGC3511,0.25,0.05
4.5um,NGC3512,NGC3512,0.29,0.03
4.5um,NGC3513,NGC3513,0.5,0.01
4.5um,NGC3521,NGC3521,0.63,0.01
4.5um,NGC3522,NGC3522,0.15,0.05
4.5um,NGC3526,NGC3526,0.1,0.01
4.5um,NGC3547,NGC3547,0.1,0.02
4.5um,NGC3549,NGC3549,0.16,0.02
4.5um,NGC3556,NGC3556,0.85,0.01
4.5um,NGC3583,NGC3583,0.18,0.02
4.5um,NGC3589,NGC3589,0.13,0.03
4.5um,NGC3592,NGC3592,0.1,0.03
4.5um,NGC3593,NGC3593,0.52,0.02
4.5um,NGC3596,NGC3596,0.15,0.01
4.5um,NGC3599,NGC3599,0.28,0.03
4.5um,NGC0360,NGC360,0.74,0.12
4.5um,NGC3600,NGC3600,0.16,0.03
4.5um,NGC3608,NGC3608,0.36,0.02
4.5um,NGC3611,NGC3611,0.07,0.02
4.5um,NGC3614,NGC3614,0.23,0.03
4.5um,NGC3619,NGC3619,0.21,0.01
4.5um,NGC3622,NGC3622,0.38,0.09
4.5um,NGC3623,NGC3623,0.52,0.01
4.5um,NGC3625,NGC3625,0.49,0.04
4.5um,NGC3626,NGC3626,0.09,0.02
4.5um,NGC3627,NGC3627,0.55,0.01
4.5um,NGC3628,NGC3628,0.53,0.01
4.5um,NGC3629,NGC3629,0.16,0.01
4.5um,NGC3631,NGC3631,0.26,0.02
4.5um,NGC3633,NGC3633,0.15,0.04
4.5um,NGC3637,NGC3637,0.84,0.05
4.5um,NGC3642,NGC3642,0.24,0.01
4.5um,NGC3648,NGC3648,0.14,0.07
4.5um,NGC3652,NGC3652,0.32,0.02
4.5um,NGC3654,NGC3654,0.24,0.12
4.5um,NGC3655,NGC3655,0.14,0.04
4.5um,NGC3659,NGC3659,0.23,0.01
4.5um,NGC3664,NGC3664,0.12,0.01
4.5um,NGC3666,NGC3666,0.68,0.02
4.5um,NGC3669,NGC3669,0.45,0.05
4.5um,NGC3672,NGC3672,0.54,0.01
4.5um,NGC3673,NGC3673,0.2,0.08
4.5um,NGC3675,NGC3675,1.0,2.89
4.5um,NGC3681,NGC3681,0.13,0.02
4.5um,NGC3682,NGC3682,0.19,0.09
4.5um,NGC3683,NGC3683,0.22,0.23
4.5um,NGC3683A,NGC3683A,0.35,0.03
4.5um,NGC3684,NGC3684,0.09,0.02
4.5um,NGC3686,NGC3686,0.37,0.01
4.5um,NGC3687,NGC3687,0.12,0.04
4.5um,NGC3689,NGC3689,0.1,0.03
4.5um,NGC3691,NGC3691,0.07,0.02
4.5um,NGC3692,NGC3692,0.1,0.02
4.5um,NGC3701,NGC3701,0.09,0.02
4.5um,NGC3705,NGC3705,0.35,0.01
4.5um,NGC3712,NGC3712,0.1,0.01
4.5um,NGC3715,NGC3715,0.25,0.14
4.5um,NGC3718,NGC3718,0.92,0.0
4.5um,NGC3726,NGC3726,1.0,2.85
4.5um,NGC3729,NGC3729,0.95,0.02
4.5um,NGC3733,NGC3733,0.81,0.01
4.5um,NGC3735,NGC3735,0.59,0.01
4.5um,NGC3738,NGC3738,0.44,0.03
4.5um,NGC3752,NGC3752,0.38,0.14
4.5um,NGC3755,NGC3755,0.48,0.01
4.5um,NGC3756,NGC3756,0.16,0.07
4.5um,NGC3757,NGC3757,0.23,0.12
4.5um,NGC3769,NGC3769,0.5,0.03
4.5um,NGC3773,NGC3773,0.18,0.06
4.5um,NGC3779,NGC3779,0.09,0.02
4.5um,NGC3780,NGC3780,0.64,0.03
4.5um,NGC3782,NGC3782,0.33,0.07
4.5um,NGC3786,NGC3786,0.19,0.03
4.5um,NGC3788,NGC3788,0.31,0.02
4.5um,NGC3794,NGC3794,0.23,0.01
4.5um,NGC3795,NGC3795,0.5,0.03
4.5um,NGC3795A,NGC3795A,0.2,0.01
4.5um,NGC3810,NGC3810,0.1,0.01
4.5um,NGC3813,NGC3813,0.2,0.05
4.5um,NGC3835,NGC3835,0.12,0.12
4.5um,NGC3846A,NGC3846A,0.48,0.07
4.5um,NGC3850,NGC3850,0.15,0.03
4.5um,NGC3870,NGC3870,0.16,0.1
4.5um,NGC3876,NGC3876,0.09,0.04
4.5um,NGC3877,NGC3877,0.77,0.01
4.5um,NGC3879,NGC3879,0.64,0.08
4.5um,NGC3885,NGC3885,0.54,0.01
4.5um,NGC3887,NGC3887,0.18,0.02
4.5um,NGC3888,NGC3888,0.2,0.13
4.5um,NGC3892,NGC3892,0.19,0.03
4.5um,NGC3893,NGC3893,0.79,0.02
4.5um,NGC3896,NGC3896,0.18,0.02
4.5um,NGC3898,NGC3898,0.17,0.11
4.5um,NGC3900,NGC3900,0.12,0.04
4.5um,NGC3901,NGC3901,0.35,0.02
4.5um,NGC3904,NGC3904,0.14,0.02
4.5um,NGC3906,NGC3906,0.12,0.03
4.5um,NGC3912,NGC3912,0.2,0.02
4.5um,NGC3913,NGC3913,0.17,0.03
4.5um,NGC3917,NGC3917,0.17,0.01
4.5um,NGC3922,NGC3922,0.4,0.08
4.5um,NGC3928,NGC3928,0.16,0.21
4.5um,NGC3930,NGC3930,0.14,0.01
4.5um,NGC3931,NGC3931,0.11,0.03
4.5um,NGC3936,NGC3936,0.34,0.02
4.5um,NGC3938,NGC3938,0.24,0.01
4.5um,NGC3941,NGC3941,0.42,0.01
4.5um,NGC3949,NGC3949,0.27,0.07
4.5um,NGC3952,NGC3952,0.11,0.02
4.5um,NGC3953,NGC3953,1.0,4.6
4.5um,NGC3955,NGC3955,0.33,0.01
4.5um,NGC3956,NGC3956,0.31,0.01
4.5um,NGC3962,NGC3962,0.16,0.02
4.5um,NGC3972,NGC3972,0.42,0.02
4.5um,NGC3976,NGC3976,0.47,0.01
4.5um,NGC3981,NGC3981,0.58,0.01
4.5um,NGC3982,NGC3982,0.2,0.07
4.5um,NGC3985,NGC3985,0.36,0.07
4.5um,NGC3992,NGC3992,0.34,0.0
4.5um,NGC3998,NGC3998,0.64,0.06
4.5um,NGC4010,NGC4010,0.77,0.01
4.5um,NGC4013,NGC4013,0.61,0.01
4.5um,NGC4020,NGC4020,0.13,0.01
4.5um,NGC4027,NGC4027,0.43,0.03
4.5um,NGC4030,NGC4030,0.09,0.01
4.5um,NGC4032,NGC4032,0.08,0.02
4.5um,NGC4034,NGC4034,0.38,0.14
4.5um,NGC4037,NGC4037,0.11,0.02
4.5um,NGC4038,NGC4038,0.32,0.0
4.5um,NGC4039,NGC4039,0.35,0.01
4.5um,NGC4041,NGC4041,0.15,0.06
4.5um,NGC4045,NGC4045,0.15,0.05
4.5um,NGC4049,NGC4049,0.12,0.04
4.5um,NGC4050,NGC4050,0.16,0.04
4.5um,NGC4051,NGC4051,0.8,0.01
4.5um,NGC0406,NGC406,0.73,0.09
4.5um,NGC4062,NGC4062,0.63,0.02
4.5um,NGC4064,NGC4064,0.24,0.02
4.5um,NGC4067,NGC4067,0.14,0.03
4.5um,NGC4068,NGC4068,0.17,0.01
